x,y,p1,p2
91.50973982,60.13590114,0.509739817,0.834087979
96.24223225,79.25901583,0.242232254,0.761437316
100.9747247,98.38213052,0.97472469,0.688786653
105.7072171,117.5052452,0.707217127,0.61613599
110.4397096,136.6283599,0.439709564,0.543485327
115.172202,155.7514746,0.172202001,0.470834664
119.9046944,174.8745893,0.904694438,0.398184
124.6371869,193.997704,0.637186874,0.325533337
129.3696793,213.1208186,0.369679311,0.252882674
134.1021717,232.2439333,0.102171748,0.180232011
138.8346642,251.367048,0.834664185,0.107581348
143.5671566,270.4901627,0.567156622,0.034930685
148.2996491,289.6132774,0.299649058,0.962280022
153.0321415,308.7363921,0.032141495,0.889629359
157.7646339,327.8595068,0.764633932,0.816978696
162.4971264,346.9826215,0.497126369,0.744328033
167.2296188,366.1057361,0.229618806,0.671677369
171.9621112,385.2288508,0.962111242,0.599026706
176.6946037,404.3519655,0.694603679,0.526376043
181.4270961,423.4750802,0.427096116,0.45372538
186.1595886,442.5981949,0.159588553,0.381074717
190.892081,461.7213096,0.89208099,0.308424054
195.6245734,480.8444243,0.624573426,0.235773391
200.3570659,499.9675389,0.357065863,0.163122728
205.0895583,519.0906536,0.0895583,0.090472065
209.8220507,538.2137683,0.822050737,0.017821402
214.5545432,557.336883,0.554543174,0.945170739
219.2870356,576.4599977,0.28703561,0.872520075
224.019528,595.5831124,0.019528047,0.799869412
228.7520205,614.7062271,0.752020484,0.727218749
233.4845129,633.8293418,0.484512921,0.654568086
238.2170054,652.9524564,0.217005358,0.581917423
242.9494978,672.0755711,0.949497794,0.50926676
247.6819902,691.1986858,0.681990231,0.436616097
252.4144827,710.3218005,0.414482668,0.363965434
257.1469751,729.4449152,0.146975105,0.291314771
261.8794675,748.5680299,0.879467542,0.218664108
266.61196,767.6911446,0.611959978,0.146013444
271.3444524,786.8142593,0.344452415,0.073362781
276.0769449,805.9373739,0.076944852,0.000712118
280.8094373,825.0604886,0.809437289,0.928061455
285.5419297,844.1836033,0.541929726,0.855410792
290.2744222,863.306718,0.274422162,0.782760129
295.0069146,882.4298327,0.006914599,0.710109466
299.739407,901.5529474,0.739407036,0.637458803
304.4718995,920.6760621,0.471899473,0.56480814
309.2043919,939.7991768,0.20439191,0.492157477
84.67639841,-19.08265054,0.676398415,0.81213907
89.40889085,0.040464149,0.408890851,0.739488407
94.14138329,19.16357884,0.141383288,0.666837744
98.87387572,38.28669352,0.873875725,0.594187081
103.6063682,57.40980821,0.606368162,0.521536418
108.3388606,76.5329229,0.338860599,0.448885754
113.071353,95.65603758,0.071353035,0.376235091
117.8038455,114.7791523,0.803845472,0.303584428
122.5363379,133.902267,0.536337909,0.230933765
127.2688303,153.0253816,0.268830346,0.158283102
132.0013228,172.1484963,0.001322783,0.085632439
136.7338152,191.271611,0.733815219,0.012981776
141.4663077,210.3947257,0.466307656,0.940331113
146.1988001,229.5178404,0.198800093,0.86768045
150.9312925,248.6409551,0.93129253,0.795029787
155.663785,267.7640698,0.663784967,0.722379124
160.3962774,286.8871845,0.396277403,0.64972846
165.1287698,306.0102991,0.12876984,0.577077797
169.8612623,325.1334138,0.861262277,0.504427134
174.5937547,344.2565285,0.593754714,0.431776471
179.3262472,363.3796432,0.326247151,0.359125808
184.0587396,382.5027579,0.058739587,0.286475145
188.791232,401.6258726,0.791232024,0.213824482
193.5237245,420.7489873,0.523724461,0.141173819
198.2562169,439.872102,0.256216898,0.068523156
202.9887093,458.9952166,0.988709335,0.995872493
207.7212018,478.1183313,0.721201771,0.923221829
212.4536942,497.241446,0.453694208,0.850571166
217.1861866,516.3645607,0.186186645,0.777920503
221.9186791,535.4876754,0.918679082,0.70526984
226.6511715,554.6107901,0.651171519,0.632619177
231.383664,573.7339048,0.383663955,0.559968514
236.1161564,592.8570194,0.116156392,0.487317851
240.8486488,611.9801341,0.848648829,0.414667188
245.5811413,631.1032488,0.581141266,0.342016525
250.3136337,650.2263635,0.313633703,0.269365862
255.0461261,669.3494782,0.046126139,0.196715199
259.7786186,688.4725929,0.778618576,0.124064535
264.511111,707.5957076,0.511111013,0.051413872
269.2436034,726.7188223,0.24360345,0.978763209
273.9760959,745.8419369,0.976095887,0.906112546
278.7085883,764.9650516,0.708588323,0.833461883
283.4410808,784.0881663,0.44108076,0.76081122
288.1735732,803.211281,0.173573197,0.688160557
292.9060656,822.3343957,0.906065634,0.615509894
297.6385581,841.4575104,0.638558071,0.542859231
302.3710505,860.5806251,0.371050507,0.470208568
307.1035429,879.7037398,0.103542944,0.397557904
311.8360354,898.8268544,0.836035381,0.324907241
316.5685278,917.9499691,0.568527818,0.252256578
321.3010203,937.0730838,0.301020255,0.179605915
96.77302676,-21.80874347,0.773026759,0.499587509
101.5055192,-2.685628785,0.505519196,0.426936845
106.2380116,16.4374859,0.238011633,0.354286182
110.9705041,35.56060059,0.97050407,0.281635519
115.7029965,54.68371528,0.702996507,0.208984856
120.4354889,73.80682996,0.435488943,0.136334193
125.1679814,92.92994465,0.16798138,0.06368353
129.9004738,112.0530593,0.900473817,0.991032867
134.6329663,131.176174,0.632966254,0.918382204
139.3654587,150.2992887,0.365458691,0.845731541
144.0979511,169.4224034,0.097951127,0.773080878
148.8304436,188.5455181,0.830443564,0.700430214
153.562936,207.6686328,0.562936001,0.627779551
158.2954284,226.7917475,0.295428438,0.555128888
163.0279209,245.9148621,0.027920875,0.482478225
167.7604133,265.0379768,0.760413311,0.409827562
172.4929057,284.1610915,0.492905748,0.337176899
177.2253982,303.2842062,0.225398185,0.264526236
181.9578906,322.4073209,0.957890622,0.191875573
186.6903831,341.5304356,0.690383059,0.11922491
191.4228755,360.6535503,0.422875495,0.046574247
196.1553679,379.776665,0.155367932,0.973923584
200.8878604,398.8997796,0.887860369,0.90127292
205.6203528,418.0228943,0.620352806,0.828622257
210.3528452,437.146009,0.352845243,0.755971594
215.0853377,456.2691237,0.085337679,0.683320931
219.8178301,475.3922384,0.817830116,0.610670268
224.5503226,494.5153531,0.550322553,0.538019605
229.282815,513.6384678,0.28281499,0.465368942
234.0153074,532.7615825,0.015307427,0.392718279
238.7477999,551.8846971,0.747799863,0.320067616
243.4802923,571.0078118,0.4802923,0.247416953
248.2127847,590.1309265,0.212784737,0.174766289
252.9452772,609.2540412,0.945277174,0.102115626
257.6777696,628.3771559,0.677769611,0.029464963
262.410262,647.5002706,0.410262048,0.9568143
267.1427545,666.6233853,0.142754484,0.884163637
271.8752469,685.7465,0.875246921,0.811512974
276.6077394,704.8696146,0.607739358,0.738862311
281.3402318,723.9927293,0.340231795,0.666211648
286.0727242,743.115844,0.072724232,0.593560985
290.8052167,762.2389587,0.805216668,0.520910322
295.5377091,781.3620734,0.537709105,0.448259659
300.2702015,800.4851881,0.270201542,0.375608995
305.002694,819.6083028,0.002693979,0.302958332
309.7351864,838.7314174,0.735186416,0.230307669
314.4676789,857.8545321,0.467678852,0.157657006
319.2001713,876.9776468,0.200171289,0.085006343
323.9326637,896.1007615,0.932663726,0.01235568
328.6651562,915.2238762,0.665156163,0.939705017
333.3976486,934.3469909,0.3976486,0.867054354
108.8696551,-24.53483641,0.869655104,0.187035947
113.6021475,-5.411721719,0.602147541,0.114385284
118.33464,13.71139297,0.334639978,0.041734621
123.0671324,32.83450766,0.067132415,0.969083958
127.7996249,51.95762234,0.799624852,0.896433295
132.5321173,71.08073703,0.532117288,0.823782632
137.2646097,90.20385172,0.264609725,0.751131969
141.9971022,109.3269664,0.997102162,0.678481305
146.7295946,128.4500811,0.729594599,0.605830642
151.462087,147.5731958,0.462087036,0.533179979
156.1945795,166.6963105,0.194579472,0.460529316
160.9270719,185.8194252,0.927071909,0.387878653
165.6595643,204.9425398,0.659564346,0.31522799
170.3920568,224.0656545,0.392056783,0.242577327
175.1245492,243.1887692,0.12454922,0.169926664
179.8570417,262.3118839,0.857041656,0.097276001
184.5895341,281.4349986,0.589534093,0.024625338
189.3220265,300.5581133,0.32202653,0.951974674
194.054519,319.681228,0.054518967,0.879324011
198.7870114,338.8043426,0.787011404,0.806673348
203.5195038,357.9274573,0.51950384,0.734022685
208.2519963,377.050572,0.251996277,0.661372022
212.9844887,396.1736867,0.984488714,0.588721359
217.7169812,415.2968014,0.716981151,0.516070696
222.4494736,434.4199161,0.449473588,0.443420033
227.181966,453.5430308,0.181966024,0.37076937
231.9144585,472.6661455,0.914458461,0.298118707
236.6469509,491.7892601,0.646950898,0.225468044
241.3794433,510.9123748,0.379443335,0.15281738
246.1119358,530.0354895,0.111935772,0.080166717
250.8444282,549.1586042,0.844428208,0.007516054
255.5769206,568.2817189,0.576920645,0.934865391
260.3094131,587.4048336,0.309413082,0.862214728
265.0419055,606.5279483,0.041905519,0.789564065
269.774398,625.651063,0.774397956,0.716913402
274.5068904,644.7741776,0.506890392,0.644262739
279.2393828,663.8972923,0.239382829,0.571612076
283.9718753,683.020407,0.971875266,0.498961413
288.7043677,702.1435217,0.704367703,0.426310749
293.4368601,721.2666364,0.43686014,0.353660086
298.1693526,740.3897511,0.169352576,0.281009423
302.901845,759.5128658,0.901845013,0.20835876
307.6343375,778.6359805,0.63433745,0.135708097
312.3668299,797.7590951,0.366829887,0.063057434
317.0993223,816.8822098,0.099322324,0.990406771
321.8318148,836.0053245,0.83181476,0.917756108
326.5643072,855.1284392,0.564307197,0.845105445
331.2967996,874.2515539,0.296799634,0.772454782
336.0292921,893.3746686,0.029292071,0.699804119
340.7617845,912.4977833,0.761784508,0.627153455
345.4942769,931.6208979,0.494276944,0.554502792
120.9662834,-27.26092934,0.966283449,0.874484386
125.6987759,-8.137814653,0.698775886,0.801833723
130.4312683,10.98530003,0.431268323,0.729183059
135.1637608,30.10841472,0.16376076,0.656532396
139.8962532,49.23152941,0.896253196,0.583881733
144.6287456,68.3546441,0.628745633,0.51123107
149.3612381,87.47775878,0.36123807,0.438580407
154.0937305,106.6008735,0.093730507,0.365929744
158.8262229,125.7239882,0.826222944,0.293279081
163.5587154,144.8471028,0.558715381,0.220628418
168.2912078,163.9702175,0.291207817,0.147977755
173.0237003,183.0933322,0.023700254,0.075327092
177.7561927,202.2164469,0.756192691,0.002676429
182.4886851,221.3395616,0.488685128,0.930025765
187.2211776,240.4626763,0.221177565,0.857375102
191.95367,259.585791,0.953670001,0.784724439
196.6861624,278.7089057,0.686162438,0.712073776
201.4186549,297.8320203,0.418654875,0.639423113
206.1511473,316.955135,0.151147312,0.56677245
210.8836397,336.0782497,0.883639749,0.494121787
215.6161322,355.2013644,0.616132185,0.421471124
220.3486246,374.3244791,0.348624622,0.348820461
225.0811171,393.4475938,0.081117059,0.276169798
229.8136095,412.5707085,0.813609496,0.203519134
234.5461019,431.6938232,0.546101933,0.130868471
239.2785944,450.8169378,0.278594369,0.058217808
244.0110868,469.9400525,0.011086806,0.985567145
248.7435792,489.0631672,0.743579243,0.912916482
253.4760717,508.1862819,0.47607168,0.840265819
258.2085641,527.3093966,0.208564117,0.767615156
262.9410566,546.4325113,0.941056553,0.694964493
267.673549,565.555626,0.67354899,0.62231383
272.4060414,584.6787406,0.406041427,0.549663167
277.1385339,603.8018553,0.138533864,0.477012503
281.8710263,622.92497,0.871026301,0.40436184
286.6035187,642.0480847,0.603518737,0.331711177
291.3360112,661.1711994,0.336011174,0.259060514
296.0685036,680.2943141,0.068503611,0.186409851
300.800996,699.4174288,0.800996048,0.113759188
305.5334885,718.5405435,0.533488485,0.041108525
310.2659809,737.6636581,0.265980921,0.968457862
314.9984734,756.7867728,0.998473358,0.895807199
319.7309658,775.9098875,0.730965795,0.823156536
324.4634582,795.0330022,0.463458232,0.750505873
329.1959507,814.1561169,0.195950669,0.677855209
333.9284431,833.2792316,0.928443105,0.605204546
338.6609355,852.4023463,0.660935542,0.532553883
343.393428,871.525461,0.393427979,0.45990322
348.1259204,890.6485756,0.125920416,0.387252557
352.8584129,909.7716903,0.858412853,0.314601894
357.5909053,928.894805,0.590905289,0.241951231
133.0629118,-29.98702227,0.062911794,0.561932824
137.7954042,-10.86390759,0.795404231,0.489282161
142.5278967,8.2592071,0.527896668,0.416631498
147.2603891,27.38232179,0.260389105,0.343980835
151.9928815,46.50543647,0.992881541,0.271330172
156.725374,65.62855116,0.725373978,0.198679509
161.4578664,84.75166585,0.457866415,0.126028846
166.1903589,103.8747805,0.190358852,0.053378183
170.9228513,122.9978952,0.922851289,0.980727519
175.6553437,142.1210099,0.655343725,0.908076856
180.3878362,161.2441246,0.387836162,0.835426193
185.1203286,180.3672393,0.120328599,0.76277553
189.852821,199.490354,0.852821036,0.690124867
194.5853135,218.6134687,0.585313473,0.617474204
199.3178059,237.7365833,0.317805909,0.544823541
204.0502983,256.859698,0.050298346,0.472172878
208.7827908,275.9828127,0.782790783,0.399522215
213.5152832,295.1059274,0.51528322,0.326871552
218.2477757,314.2290421,0.247775657,0.254220888
222.9802681,333.3521568,0.980268093,0.181570225
227.7127605,352.4752715,0.71276053,0.108919562
232.445253,371.5983862,0.445252967,0.036268899
237.1777454,390.7215008,0.177745404,0.963618236
241.9102378,409.8446155,0.910237841,0.890967573
246.6427303,428.9677302,0.642730277,0.81831691
